"id","movie_name","actors","directors","duration","genre"
2995,"Tropic Thunder","Ben Stiller,Jack Black,Robert Downey Jr.,Nick Nolte,Steve Coogan,Jay Baruchel,Danny McBride,Brandon T. Jackson,Bill Hader","Ben Stiller","107 minutes","Action, Comedy"
2998,"Star Wars: The Clone Wars","Matt Manter,Catherine Taber,James Arnold Taylor,Christopher Lee,Samuel L. Jackson","Dave Filoni","98 minutes","Action, Animation, Family, Science Fiction"
3006,"Hellboy II: The Golden Army","Ron Perlman,Selma Blair,Doug Jones,John Alexander/James Dodd,Anna Walton,Luke Goss,Jeffrey Tambor","Guillermo Del Toro","120 minutes","Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller"
3009,"Journey to the Center of the Earth","Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers,Michel Pare,Jane Wheeler","Eric Brevig","93 minutes","Action, Adventure, Comedy, Science Fiction"
3019,"Kung Fu Panda","Jack Black,Dustin Hoffman,Angelina Jolie,Ian McShane,Seth Rogen,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Michael Clarke Duncan,Jackie Chan","John Stevenson,Mark Osborne","90 minutes","Animation, Family"
3021,"The Incredible Hulk","Edward Norton,Liv Tyler,Tim Roth,Tim Blake Nelson,William Hurt,Lou Ferrigno","Louis Leterrier","114 minutes","Action, Science Fiction, Thriller"
3028,"Get Smart","Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,Terence Stamp,James Caan,Patrick Warburton","Peter Segal","110 minutes","Action, Adventure, Comedy"
3050,"The Fall","Catinca Untaru,Lee Pace,Leo Bill,Daniel Caltagirone,Justine Waddell","","117 minutes","Adventure, Drama, Fantasy, Foreign, Science Fiction, Thriller"
3051,"You Don't Mess With the Zohan","Adam Sandler,John Turturro,Emmanuelle Chriqui,Lainie Kazan,Rob Schneider,Charlotte Rae,Kevin Nealon,Michael Buffer","Dennis Dugan","113 minutes","Action, Comedy"
3054,"Iron Man","Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow","Jon Favreau","126 minutes","Action, Adventure, Science Fiction, Thriller"
3056,"Spider-Man 3","Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,J.K. Simmons,James Cromwell,Willem Dafoe","","139 minutes","Action, Drama, Fantasy, Science Fiction, Thriller"
3057,"Beowulf","Ray Winstone,Anthony Hopkins,John Malkovich,Brendan Gleeson,Crispin Glover,Angelina Jolie","Robert Zemeckis","115 minutes","Action, Adventure, Animation"
3071,"Hitman","Dougray Scott,Olga Kurylenko,Robert Knepper,Ulrich Thomsen","Xavier Gens","89 minutes","Action, Adventure, Crime, Drama, Thriller"
3087,"Street Kings","Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Cedric The Entertainer","David Ayer","109 minutes","Action, Crime, Drama, Thriller"
3097,"Strength and Honor","Michael Madsen,Vinnie Jones,Richard Chamberlain,Patrick Bergin","","",""
3099,"Revolver","Jason Statham,Ray Liotta,Vincent Pastore,Andre Benjamin,Francesca Annis","","115 minutes","Action, Crime, Drama, Foreign, Thriller"
3119,"Jumper","Hayden Christensen,Jamie Bell,Rachel Bison,Dine Lane,Samuel L. Jackson,Michael Rooker","Doug Liman","88 minutes","Action, Adventure, Science Fiction, Thriller"
3138,"National Treasure: Book of Secrets","Nicolas Cage,Jon Voight,Justin Bartha,Harvey Keitel,Ed Harris,Diane Kruger,Helen Mirren,Bruce Greenwood","Jon Turteltaub","124 minutes","Action, Adventure, Mystery, Thriller"
3172,"Grindhouse","","","191 minutes","Action, Horror, Thriller"
3232,"The Silence","","","96 minutes","Comedy, Drama, Foreign, Indie, Romance"
3269,"Superman","","","143 minutes","Action, Family, Fantasy, Science Fiction"
3279,"Seven","Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Richard Roundtree","David Fincher","127 minutes","Action, Drama"
3286,"Harakiri","","","135 minutes","Drama, Foreign"
3317,"The Adventures of Robin Hood","","","102 minutes","Action, Adventure, Drama, Romance"
3344,"Scarface","Al Pacino,Steven Bauer,Michelle Pfeiffer,Robert Loggia","Brian DePalma","170 minutes","Action, Adventure, Crime, Drama, Thriller"
3345,"The Treasure of the Sierra Madre","","","126 minutes","Action, Adventure, Drama, Western"
3346,"Alien","","","117 minutes","Action, Horror, Science Fiction, Thriller"
3366,"The Dead","Angelica Huston,Donal McCann,Rachel Dowling,Dan O'Herlihy,Donal Donnelly,Cathleen Delany,Helena Carroll,Ingrid Craigie,Frank Patterson","John Huston","83 minutes","Drama, Foreign, Romance"
3405,"Ran","","","162 minutes","Action, Adventure, Drama, Foreign, History, Indie"
3418,"Bring Me the Head of Alfredo Garcia","","","112 minutes","Action, Comedy, Crime, Drama, Thriller"
3421,"Beat the Devil","","","89 minutes","Adventure, Comedy, Crime, Drama"
3433,"Fargo","Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,Harve Presnell","Joel Coen","98 minutes","Comedy, Crime, Drama"
3440,"Greed","","","","Drama, History"
3459,"King Kong","","","100 minutes","Action, Adventure, Drama, Horror, Thriller"
3468,"Unforgiven","","","131 minutes","Action, Drama, Western"
3487,"Red River","John Wayne,Montgomery Clift,Joanne Dru Groot,Walter Brennan,Coleen Gray,John Ireland,Noah Beery Jr.","Howard Hawks","133 minutes","Action, Western"
